year,country,party,vote,seat,family,lrgen,galtan,country_name,econ_ideology,social_ideology
2002,4,ND,42.7,41.700001,2,6.27,6.45,Greece,0.2539999999999999,0.29000000000000004
2002,4,KKE,5.5,3.7,6,0.82,6.05,Greece,-0.836,0.20999999999999996
2002,4,SYN,3.2,2.0,6,2.86,2.09,Greece,-0.42800000000000005,-0.5820000000000001
2002,4,PASOK,43.8,52.700001,5,3.91,3.86,Greece,-0.21799999999999997,-0.22800000000000004
2006,4,SYRIZA,3.3,2.0,6,1.89,1.57,Greece,-0.6220000000000001,-0.6859999999999999
2006,4,PASOK,40.6,39.0,5,4.11,3.25,Greece,-0.17799999999999994,-0.35
2006,4,KKE,5.9,4.0,6,0.22,6.14,Greece,-0.9560000000000001,0.22799999999999992
2006,4,LAOS,2.2,0.0,1,9.11,9.63,Greece,0.8219999999999998,0.9260000000000002
2006,4,ND,45.4,55.0,2,6.44,6.25,Greece,0.2880000000000001,0.25
2006,4,DIKKI,1.8,0.0,6,1.6,6.67,Greece,-0.6799999999999999,0.33399999999999996
2010,4,KKE,7.54,7.0,6,0.3636363744735718,6.090909004211426,Greece,-0.9272727251052857,0.21818180084228517
2010,4,ND,33.48,30.299999,2,6.818181991577148,7.300000190734863,Greece,0.3636363983154297,0.46000003814697266
2010,4,LAOS,5.63,5.0,1,8.818181991577148,9.545454978942873,Greece,0.7636363983154297,0.9090909957885746
2010,4,SYRIZA,4.6,4.3000002,6,1.545454502105713,1.909090995788574,Greece,-0.6909090995788574,-0.6181818008422851
2010,4,OP,2.53,0.0,7,2.25,0.625,Greece,-0.55,-0.875
2010,4,PASOK,43.92,53.299999,5,4.363636493682861,2.818181753158569,Greece,-0.12727270126342774,-0.4363636493682862
2014,4,ANEL,7.5,6.6999998,1,8.777777671813965,8.55555534362793,Greece,0.755555534362793,0.7111110687255859
2014,4,SYRIZA,26.9,23.700001,6,2.0,2.111111164093018,Greece,-0.6,-0.5777777671813964
2014,4,ND,29.7,43.0,2,7.222222328186035,7.0,Greece,0.444444465637207,0.4
2014,4,XA,6.9,6.0,1,9.88888931274414,10.0,Greece,0.9777778625488281,1.0
2014,4,DIMAR,6.3,5.6999998,5,3.222222328186035,2.555555582046509,Greece,-0.35555553436279297,-0.48888888359069826
2014,4,KKE,4.5,4.0,6,0.6666666865348816,5.777777671813965,Greece,-0.8666666626930237,0.15555553436279296
2014,4,LAOS,1.6,0.0,1,8.666666984558105,8.333333015441895,Greece,0.7333333969116211,0.6666666030883789
2014,4,PASOK,12.3,11.0,5,4.777777671813965,4.0,Greece,-0.04444446563720703,-0.2
2019,4,EL,3.7,3.3,1,9.0,9.375,Greece,0.8,0.875
2019,4,MR25,3.44,3.0,6,1.428571462631226,0.6666666865348816,Greece,-0.7142857074737547,-0.8666666626930237
2019,4,KKE,5.3,5.0,6,0.2222222238779068,6.625,Greece,-0.9555555552244186,0.325
2019,4,SYRIZA,31.53,28.799999,6,2.333333253860474,2.444444417953491,Greece,-0.5333333492279052,-0.5111111164093017
2019,4,ND,39.85,52.799999,2,7.111111164093018,7.44444465637207,Greece,0.4222222328186035,0.4888889312744141
2019,4,PASOK,7.0,6.4000001,5,4.333333492279053,3.888888835906982,Greece,-0.13333330154418946,-0.2222222328186036
